content,score
mantap game dajjal,5
Okeer,5
"Bintang satu aja,chat biasa padhal apa2 melanggar, signal g ada dikit2 kredit score turun",1
Ok,4
Cocok buat ngelatih mental,2
Nice,5
👍👍👍,5
Wait kenapa gua kalo main solo rank dpt teman kaya bott sedangkan musuhnya kaya pemain mpl ya kalo bisa diperbaiki agar dapat tim yg sama kek performa kita atau tambah fitur kd yg kaya di free fire jadi kalo orang mau lihat kehebatan kita main dari kd itu lah terimakasih Yg setuju like/ulasannya berguna,1
Ok,5
"Udah jangan download, mainnya curang Bisa pake cheat berbayar, gua main seminggu ini dari rank Mhytic sampe ke GM lagi, kalo dah kalah terus kalah tiap hari dan masalah Hero pasti gak ngotak masalah damagenya.",1
Chuakzzzzzz,5
Maen mobile legend udah gak seru lagi ... Meta darah tebel + damage sakit ... Udah aja bikin varian tank aja mage tank mm tank assasin tank suport tank .. pokok ny dah gak seru,1
Game terfavorit,5
Ok mantap,4
Sangat seru menurut saya,5
Pokonya mantep lah apalagi jesno kembali lg ke ml,5
Good game,4
Bug nya tolong perbaiki,1
Game yang sangat keren,5
Good,5
Keren,5
"Game Mobile Legends Bang Bang, adalah game terbaik yang pernah saya mainkan, saya merasa senang, jika waktu luang saya bermain game, apalagi game nya moba. kapan lagi coba main game sekeren ini . mantap dah saya kasih bintang 5 terimahkasih.",5
Keren,5
Orgnya sangat ramah2,5
Qeer,4
Gaame nya seru,5
Matchmaking ampas!! ga ad sesuai win rate serasa main sama bot jaringan aman tiba2 jadi lag pas war.,1
Kalo ngasih team yang jelek jelek mending hapus game aja dah,1
Poolll,5
Epic,5
Game yang bagus untuk grafik nya,5
sangaatt suka sekalii,5
"Tolong lah moonton player tier epick yang tidak bisa main di pisah kan sama yang bisa main, terutama dark sistem, itu sangat menggangu player yang ingin ngepush ke mityc, terutama saya, setiap main team saya nub nub, tapi musuh ny jago jago, ya saya kalah dong, dan susah ngepush nya, tolong pisah kan yang nub sama yang jago, bukanya bikin seneng malah bikin emosi, lost treak Mulu saya, gada kata win, main kalah main kalah, bikin prustasi, stress, tolong bantuan nya, supaya saya enak ngepush rank",1
Bagus,4
Game kontolll makin hari makin tinggi mb ny🙄,4
Bagus,5
"Terkadang yg buat afk itu jaringan, sehabis pemilihan hero gak bisa masuk. Tapi yg disalahkan tetap saja player. Coba cari solusi. Saya menggunakan jaringan Telkomsel padahal",5
Geme ya bagus,5
Bang tambahin skin epic / special buat khaleed dong xixi,5
Kembali kan akun gw,1
Nice,5
Selalu dapet tim beban,1
Kemahalan skin nya bos;((,4
good game,5
game bagus,5
Sangarrrrr,5
Ok,5
aplikasinya berguna untuk menghilangkan rasa jenuh,5
Masih masalah sinyal nih gua naikin satu bintang dulu,2
"Game nya seru, tapi untuk naik bintang di rank susahnya minta ampun, dikasih tim yg pada ngaco, naik bintang 2, turunnya 4 bintang di rank, males gue, udah gue hapus game nya",3
mactmarking sangat tidak adill,1
👍,5
Mantap,5
Cape losetreak Mulu aku ngestak di epic mau naik ke legend tpi malah drak sistem montoon,4
Moonton lgst,2
Lebih maksimal,5
Ilove ml bb,5
"Kalo reconect karena keluar apl tuh bisa ga di cepetin,game udah mau kelar baru masuk lagi",3
Ok,4
Ok bgtttt,5
Data Aplikasi Semakin berat dan sering lag,1
Good,3
Moonton adakan fitur aftinitas nya kalo bisa jan minjem hero doang kalo bisa sama skin nya bisa di pinjem🗿👍,5
Sangat puas,5
Mlbb seru bngt🙂,5
"Sangat seru dan lobby,Hero semuanya setelah di update jadi bagus,cuman kalau main match making nya lama maaf kalau alasan saya ada yang salah atau kurang men enakkan🙏🏻🙏🏻",3
Jgn suka eror,5
Sangat bagus,5
GAME SERU,5
bangus untuk di main kan,5
Zira ayu papah tiga Zira joshua Feya ora Zira Rakha SePar Ewan,5
Bikin game yg betul lh lol,1
Jan kasih lostreak kalau g gw pensi nih,5
Bagus karna emg bagus,4
Keren,5
It's oky,5
gnya bagus banget,5
Woy sundel monton marak ruen tle apaan sistem nya ajing kaw perbanyak sekin mulu sistemnya gak di perbaiki mewmek,1
good,5
Semakin top up makasih semua,5
"okayy, bagus sii, TAPII jangan kasi gue losetresk dong moonton kasi lawan yang lemah biar bisa imo heheheh",5
"Moonton jangan pertemukan saya dengan dark sistem lagi, saya bermain game untuk menghilangkan stress, main mobile legends malah tambah stress.",1
Permainan yang sangat menarik,5
Bgus,5
goddd,5
"kenapa Dark sistem masih ada dan dicelacis aku nemu pelayer chet, top gelobel ,pelayer mitic gelorey dan ada satulagi tem kenapa tem kita mah noob lawankitamah mah op banget plis hilangin Dark sistem sama jaringan juga betulin plis aturin siatem nya agar medapan kan lawan seimbang rokonya Dark sistem harus gaada",2
Gem ya sekarang gampang patah patah kalo di lobi sama sekarang gak bisa di ram 2,2
Good,5
💯,4
Mantap,5
"Saya legend 2 serasa main di EPIK dapat tim yang tidak jelas jadinya susah untung naikin rank tolong ban saja akun"" yg suka nge troll",1
Hehe,5
"Kenapa si gua maen Mobile legends salu kalah ga pernah menang di kasih tim jago trus tim gua bot kan males main Ml ,jadi stress tau moonton",1
mantap,5
Kenapa gem yak kadang menang sekali kalah yak beturut turut,1
Moonton gua bicara baik baik ya tolong setolong tolong nya kalo ngasih tim tu yg bner lahhh masa gua dikasih menang 2 kali kalahnya 8 kali sih gua cape moonton gua cape,1
Sistem monton emang ajg klo udh kalah pasti terus menerus kalah heran sma ni game ketemu satu tim nya ngetrol semua yg habis lostrek semua gk jelas bikin bosan ajs,1
Seru dan banyak fitur yang menarik perhatian pengguna,5
hebat tapi kakak gw hapus jadi gw ya pasrah Gpp sih ini informasinnya akunya nocts river,5
Sangat bagus dan bisa dimainkan secara offline,5
Mantap,5
Bagus,5
Game Bikin DARAH TINGGIH,1
Selama ini saya main moble lagend ada kelah kesah nya TPI sya ttp sangat suk dengan game moble legend dan tidak akan pernah bosana memainkan nya krna apa game ini sangat seru sekali buat Kalaman orang orang yg berbakat untuk menjadi seseorang pro player yg bagus itu aja she saran dan komentar sya terimakasih montoon she you,4
"gak asik lagi skrng ml udah anehhh musuh nya pada legen semua,malah ketemu epikk glori stak lagi gk adil jadi males main ml lagi",1
game paling asik,5
game yang sangat menyenangkan bisa menghibur selagi bosan mw ngapain mantap deh pokoknya dant semoga update kedepanya bisa tamba menyenangkan dant makiin rameh yang main dehbest lah buat deboloper dant rekan2 lainya di tunngu update selanjutnya terimakasi mobile legend telah menghibur saya👍👍,5
Hapus ling di Megic ches montoon,4
Kren,5
Ok,5
Player nya sangat k****l,1
Mantap,5
Rami banar bungull,5
"Total penyimpanan sudah 8gb, tolong lah moonton kami menyukai game ini tapi perangkat yang kami gunakan menangis,",4
Kok eror,1
Permainan asik sekali,5
Jangan dark sistem bang cape,3
Tet,5
Ko sekarang gak bisa mode offline tolong lah sedang kan kuota aku abis Mulu pengen main tapi gak bisa mode offline,2
Ini dari segala sisi bagus tapi gw kasih bintang empat karena ada dark sistem,4
Good mlbb,5
Tambah menjijikan ..update terus tapi koneksi fram trus .padah sudah 5g,1
Tampilan makin aneh dan skor kredit ga nambah2,5
Top,5
sangat bagus,5
Mantap bang,5
Game yang sangat bagus,3
Gamenya seru,5
Very enjoy the game,5
"""MENCIPTAKAN LINGKUNGAN YANG ADIL"" adalah omong kosong.... sadarlah kalian hanya disuruh buang² waktu, uang... tengok keluar, ada teman dan keluarga yg lebih indah ketimbang games 1 ini.",1
Ml burikk.,1
Mengurangi setress,5
"Server nya parah, sering LAG... Lag every day.. Hack every day.. Lol moonton.. Maphack dimana mana...shutdown aja",4
"Perbaiki sistem laporan dalam game, tanggapan admin tidak membantu sama sekali, sistem laporankan dalam game gak berguna sedangkan laporan itu penting untuk gameplay player, keinginan kalian ni apa sih hah.... Gak guna bikin sistem Setiap melaporkan jawabannya Terimakasih player tidak melakukan pelanggaran, keluh kesah laporan itu bukan cuma itu tapi tindak orang yg tidak bisa bermain yg sukanya menyalahkan orang lain",1
Bayak yg tokxis Sama bayak yg sombong bayak yg ledek,5
"Game 🐷 🐷🐷, orang lain yg buat salah orang lain yg di kenakan pelanggaran. Coba jangan berdasarkan di report aja. Nonton itu pertandingan biar bisa liat siapa yg mainnya jelek. Solo ketemu trio, yg main jelek itu trio tp tiga2nya report yg solo, ya otomatis kena pelanggaranlah yg solo. Perbaiki itu sistemnya.",1
"Kenapa akun ML saya ga bisa di buka ,??????",5
banyak orang oon,3
Gajelas,4
Dark sistem moonton gw kan udah request tank tapi malah ke pick zilong maksud kamu apa moonton 🖕🖕🖕,1
mantap,5
"Ngasih temen tim udah kaya ngAsih yg buat apk MOBILEGEND oengen mati aja,ketemu sama org ny gua bunuhh",1
Game sampah,1
god game,5
"woi, jngn bnyak update lah sok sokan update, ni jaringan makin sini makin jelek, heran. update elit sinyal sulit, gua nonton youtube lancar"" aja sampe 1080p juga lancar, lah ini maen ml, lag parah, gak dapet sinyal hijau sedetik pun, udah 10 match gak dapet sinyal hijau, merah semua. update update, noh sinyal urusin satt.",1
Makin berat,3
Mantap slur,5
Game ini sangat seru dan grafik nya makin bgs bgt,5
Saya suka dengan game ini😁,5
Nyiptain game tuh yg adil tololl jngan yg match cuma 300-400 lu kasih main dirank tinggi,1
Oppooo,5
Cocok untuk mengasah amarah dan lose streak gua legend 2 musuh mythic anjay gg ton kalo bisa sih mythic imortal LOL monton bintang 0/0,1
Yeee,4
bagus,5
Minta winstreak montoon,3
Rating 5,5
TA..,1
Kanapa kalau sudah di apdet suka gak seru alah mati suri,1
Playernya sangat ramah semua,5
Jam favorit saya,5
Nonton kasih lawan yg jago Mulu ga adil,3
Bagus,5
Percayalah Dark sistem selalu ada😬😑,5
mantap,5
Klw kehilangan signal tu jangan lama lama loeading nya pas signal ada lagi langsung bukan mulai dari awal bego,1
Makin payah,1
Bgs bgt permainan nya,5
pas war ping tiba-tiba 200 sudah biasa,2
Game nya dah bagus cuman kalo dah download data 14 gb anj,2
Bagus ko,5
love it,5
Monton mau banyak yang main ga klo mau jan dikasih tim yang lol gua prustasi main ml kalah mulu gua ngegendong mulu klo kasih tim Jagan ya blagu lah monnton🙏🙏🙏,2
Saya suka dengan game ini,5
Bagus,5
keren gamenya bagus kok,3
Game Ini Seru Banget!!!!!!!!!!!!,5
Bikin males main wanwan di nerf Mulu,5
"Kenapa pas reload lama banget sih masuk game nya lagi, tolong benerin lah loding nya, keburu selasai pertandingan nya nunggu loding yg lama",1
mayan,4
Udh jaringan ngeleg di kasih tim ke computer ayolah pake otak nya dikit monton,1
mantap,5
Sukakk🫶,5
Gwecana teng teng teng teng ku menahan rasa sakit mode opline di hapus,1
"Bermain di magic cheast paling sering dapat peringkat 7-5 saja, padahal sudah mengikuti rekomendasi, sistemnya jelek banyak yang cheat",1
APK yang paling bagus untuk meningkatkan kemampuan untuk membuat orang lain untuk melakukan hal yg sama dengan yang manis itu nggak enak banget sih kamu dicuekin itu adalah ketika kita tidak akan ada gk ada yang kurang berkenan dengan baik di tingkat internasional dan aku tak pernah bisa menang lawan yang ada gk bisa di buka puasa di hari ini saya kirimkan ke alamat yang di dalamnya adalah sebuah pilihan yg tepat untuk melakukan sesuatu yang tidak bisa hadir dengan konsep dan tidak bisa hadir ha,5
Yg sjaha,1
Seru dan asyik,5
Game kerenn,5
permainan yang menguras pikiran dan emosi. good game end enjoy,5
jelek,5
sangat bagus,5
Mau di download tpi kok di ulang² trs padahal mau main ML yg bener lah udh 6x update,1
"Dark system emang bagus biar ga over main, cuma kan ini udah dijedain berapa belas jam ga main, masa masi ditandain",1
Minimal jaringan di perbaikin,1
Kadang2 melalaikan,5
Dari pada maenin cewe mending main game... 😅😂,5
So good game,5
Mantapp,5
GAME BURIK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!? TAPI BOONG GAME SANGAT BAGUS #,5
Game taek,1
"Tolong lh y hilangi dark sistem , aku udah cape , bentar lagi mau mythic malah dikasih lose streak 8 kali , tolong lahhhh",1
Seru bangettt😩♥,2
Kadang suka ketemu yang ga jelas aja sisa nya buat saya oke,4
abot,5
Oke,5
updat'an skrng gg,5
Game menyenangkan,5
Game nya menarik,5
Game nya burik jelek dikit2 losterk,1
Lama2 game nya ngeselin giri udah rank naik eh malah turun emang gak jelas gak main pagi malam sama aja padahal baru epic kasih musuh nya rank legend dih gak adil game burik jelek,1
Mantap gacor kang,5
Mimin monton kasih aku tim yang jago ngotak anj gua pus dari kemarin cuma menang sekali tolong lah anj kasih tim yang jago jangan ya bot,1
Banyak pertandingan yg tidak seimbang antara tim dan lawan ...,4
Moonton bisa gak perbaiki ini aku menabung selama satu bulan demi membeli nolan untuk di rank tapi setelah aku membeli nya dan aku mencoba di rank malah tidak bisa.. Aku sudah menabung satu bulan dan rugi 32.000 aku sudah berkali kali menekan nya tapi tidak bisa jadinya aku malas Main Mobile Legend's mau pencet sekeras apapun tetep tidak bisa,1
Sering lag... please moonton perbaiki dong...,4
Game ini seru banget berperang 5vs5,5
Kadang bagi tim nya kyak e ek....,3
Ngasih lawan jangan susah susah dong monton. Saya gak jago kenapa Lawannya pada jago Mainnya. Masa saya liat lawan top Indonesia sedangkan saya masih top kampung.,5
🙏,4
Moonton perbaiki lagi!!!! aku beberapa kali top up langsung di moonton selalu ngga ada masuk diamond nya padahal duit nya sudah ditarik. Sekitar ±50k udah ditarik tapi diamond ngga masuk. TOLONG YA INI GIMANA DIAMOND SAYA!! Montoon ini gimana duit saya!!,1
Good game,5
"Ntar gini ya bang montoonn dengerin baik baik entah ini darpk system' atau apalah namanya tapi yang penting jangan lah satuin orang yang udah lama main Ama pemula,gw kemarin main kalah 6x gegara di satu tim itu pada pemula semua,ET dah malah gw yang dihujat mainya kagak bener ini kalau bisa ya seimbang gitu kalo pro ya Ama player pro jangan player lama disatuin Ama player baru lama lama hp gw rusak jg gua banting nih gegara kalah terus.tambahan lagi nih JANGAN ADA DARK SYSTEM SAD DENGERIN MIN",3
Mantaaff,5
Semakin bagus lah,5
Selama ini masih bagus,4
Ohhh,4
Bagus,5
Mantap,5
Slalu main kok lag trs nurunin rank aja,5
Bagus,5
Bagus,5
"Habis update kok banyak bugnya, gimana sih montoon... Mending nggk ada update dari pada banyak bug...",5
Sangatt bagus,5
Hao sang hao sang,5
Game terbaik,5
Kenapa saya kasih bintang 3 karena saya legend 2 tapi yang gua lawan mythic ya jelas kalah,3
Keren,5
Bagus,4
Game ajing,1
MLBB SEMENJAK UPDATE BESAR BESARAN JADI SERING KE RELOG SENDIRI DAN NGE FRAME TOLONG DI PERBAIKI,1
Terbaik,5
Game bagus bikin bad mood ilang,5
Oke,5
Bagong aning kasi gw mitik ajing monton,1
Astaga ini knp dah bug atau eror ml gw kalo login pasti mengecek resource trs 0mulu udh gw tungguin sampai 1 jam GK naik naik hadehh😭,1
"Sekarang terlalu banyak Hero good looking,, ga serem",5
Jangan main mcl monoton yah gak adil Udah player solo mah di kasih tim beban Di tambah bikin emosi,1
Mantap,4
Game favorit,5
Ml gacor,5
Bagus dan menyenangkan.,5
Sangat baik dan melelahkan,5
Ga asik dikasih tim kaya binatang terus,1
"game ga jelas, masa cwe yg dulu sering mabar ama gw, sekarang jadi sering mabar ama cwo lain.",1
mantap,5
Nice game best ever,5
game kece,5
Can You Give A Buff To Chou Because The Damage Is Not Good,4
Gemnya sudah bagus cuma lebih bagusin ya monton,5
gak bisa lepas law lun udh di hapus gx bisa,5
sangat seru,5
Hiburan yang menarik,5
Asik cuy tapi jarang login,5
"tiba-tiba jaringan merah ngelag bikin permainan gak seru,pdhl pas dilobby jaringan bagus pas main udh setengah permainan mulai ngelag,langsung merah jaringan,jd males main mobile lagend skrng",1
Ok,5
Game terbaik,5
Niceee,4
Ini bagusss bgt apa lagi udh apdate aku sih kasi bintang lima karna hampir gk bisa berkata kataaaa!!,5
This is the great game online.. awesome,5
🅚🅔🅡🅔🅝,5
Oke,5
"Saya player mobile legend cukup lama, dan saya merasakan semakin lama semakin jaringan di game ini makin buruk. Rasanya mau pindah saja ke game moba lainnya.",4
game yg menyenangkan,5
"Kenapa sih moonton selalu ngambil mm yg gak jelasss?!!! Kayak mm pas war gk mau ikut, gk mau nyerang dah lah pokoknya taiiii game babi",1
"Gemnya baguss si , dah cuma itu yang bisa aku sampai kan kepada mu monton 😁,oh ya ngomong² kau monton ngeriliss sekin, Sepesial X brong kapan ya monton Oky terima kasih👊😎 Heheheheheeheh......😴",5
karena game ini saya sering ibadah,1
Game server terburuk dari game lain,1
Perkuat sinyalnya.. yaa,5
Dari dulu hukuman afk selalu rendah merugikan orang lain,3
Tond lu niat bikin game atau kgak sih gw dan manusia manusia yg main game buatan lu ITU KESIAN KENA DARK SISTEM LU NIAT ATAU KAGA SI GW WL MULU,1
Lawan gw kok susah ya mana dapet tik drak syatem lagi,5
Banyakin event-event b,5
mntap,5
Jgn kebanyakan update lah kasian hp yg ram 3,5
Moonton sekarang ga adil,1
penyeimbangan match making diperkuat.jgn kasih tim orang baru main ml,4
Lama² makan memorynya Gillla,4
Suda buat para pencinta gem moba Janganlah kalian main Gem kaya gini Uda jaringannya Lelet Ngga jelas bangat gemnya sumpa Mendingan aku main LOL gemnya baru di liris Tahun kemarin ko itu jaringannya bagus Ngga kaya mlbb ngga jelas jaringannya Sumpa ini gem ngga jelas banget Tim gua Uda menang kil menang gold Eeh taunya tiba tiba ngeleg Ngga jelas gitu ini gem apaan gem peaa Uda copot aja yang punya akun ml Kenpa ngga di hapus riot gem aja ni gemnya sumpa ngga jelas,1
"Game jelek, contoh nya match yg tidak adil dan tolong moonton fitur invalid nya minimal 3 karakter biar lebih gampang jika ada tim yang egois",1
Mantab min sekarang jaringan nya sudah bagus😄,5
"Ada apa dengan game ini malah semakin jelek , Players mobile legends kecewa semua terutama player lama , pake otak dong bosku",2
Bagus di main kan kerena bisa main offlen,5
Mantab,5
Palak bak kau kancut yatim eluu yg buat game massa tim gw diksh bot kyk anak ngetodd anjj lu mikir kek gw mau push lgi mood jdi betmood anj sekali lgi lu kyk gtuu gw spm bintang 1 digame lu biar puas sekalian dan klo msh gw ksh cheat skripp,1
Okeee,1
Makin lancar,5
KOK mobile legends. Skerang nyerot datanya gede bsnget,3
Game moba yang sangat bagus,5
ml bagus banget ♡♡♡♡♡♡♡♡♡♡♡♡♡♡,5
Menghibur,4
Jangan didownload buat stres,1
Good,5
Sangat bagus tetapi harap menaikkan presentase saat gacha berlangsung,5
Bagus tinggal di tingkatkan lagi stabilisasi sinyalnya.,5
sangat bagus,5
Mantap om moonton,5
Ok ok,5
Monton tolong dengerin setiap gw main itu pasti login ulang lagi tolong perbaiki ini game nya jadi saya afk bukan karena meninggal permainan tapi masalah game lu😡😡😡👎,1
Jaringan kau bagusin anjing,1
Ntap,5
Jaringan jauh dari kata stabil,1
"Saya sih suka dengan gamenya tp yg sy tidak suka itu kadang ping tiba² merah padahal wifi saya baik² saja, dan juga kadang suka keluar tiba² itu yg membuat saya tidak terlalu nyaman dengan mobile legends. Mohon bug² nya di perbaiki ya🙏 Sekian terimakasih.😁🙏",2
"Moonton knp si begini banget,,,,Dari legend 2 turun ke epic,,,Ada salah apakah saya moonton ya ampunnnnn,,,,Pliss jangan begini lah,,,Cape cape begadang malah begini cara nya",1
Gem tidak ini bosan di kalo boleh bisa main online lagi,5
luaoie,1
Moonton,4
Menghiburr,5
Game penambah semangat tambah stres,5
Ngeselin kalau lagi drak sistem,5
"Game keren,bersaing dengan pemain lain untuk menjadi pemain mobile legends terbaik & menjadi NO 1",5
Wow,5
Game favorit,5
Game nya bagus sya sudah win streak banyak kalo nggk percaya cari nikname:♠sunda wani♣,5
Game nya diperbaiki lagi game cacat asw,1
Moonton anj,1
Nice..,5
keren,5
Gamenya bagus timnya tolol semua,5
dark moonton,2
Di mintai ratting kasih aja bintang 5 biar seneng wkwk,5
👍,5
Server kurang apik setiap ada update selalu merepotkan bagi pemain tolong dikondisikan dgn baik dan pemberitahuan sistem jadi gkbrepot2 saya copot2 kartu,5
Kenapa Q mainya dapat tman bego mulu. Apa emang kaya gitu ya,1
Bagus untuk mengisi waktu luang,5
Bagus permainan nya,4
Game nya seru,5
Game ga ada otak gua gacha Ducati diamond pas-pasan 10x gacha di kasih skin epic yang udah punya anjg kecewa berat gua tolong lah moonton😭😭 kasih skin yang belom punya lah tolol kecewa banget gua.,1
"Game yang ga ngebosenin, mantap!!!",5
Good game,5
Baut main seru,5
Udah gak bener ini game,3
Dulu bisa dibuat offline knapa sekarang udah enggak,4
Mantap,5
Setiap war pasti lag heran...,1
Good,5
"Tolong lah ban akun bot,klo main rank suka ketemu tim bot mulu jdi beban tim aja tuh.knapa tiap mau naek mytik gagal mulu ketemu tim bot semua.",1
Ap v,5
bisa balikin akun saya..akun saya hilang,1
tapi saya klo main tim nya ga bisa main sih tpi seru,5
Team up,5
Keren.,5
Woy moonton kasih team gw yang bener lok,1
asw,4
Game nya bagus sekali,5
Dapet teman trol musuhnya jago,4
Ini game BURIK kenapa memakan banyak sekali memori...???,1
Ml goblog,1
Bodo game sampah gaje bet masa tim musuh gg bet aying kek R7 lah tim gua sampah ketemu epic abadi egois lagi,1
Assalamualaikum montun kamu bisa memberikan diamond gratis untuk anak anak agar dapat membeli skin saat hari raya tiba semoga tercapai omongan ku ini wasallam mualaikun. Amin,4
Dark sistem nya menyebalkan lag nya di jadikan bug kalo gak suka bilang aja monton,1
Mantap,5
Mantap,5
Game nya asik,5
Memuaskan,5
mantab,5
Mantap,5
Bagus,5
kenapa saat ingin naik ke legenda pasti akan kalah,2
Games Sangat saya suka,5
Menyenangkan,5
Game bagus,5
Sangat bagus,5
"Kalo tidak mau orang toxic adilnya pemain feeder atau troll kasih hukuman yg setimpal,tolong hapuskan sistem toxic yang sekarang karena menurut saya itu sangat tidak adil karena merugikan satu pihak saja",1
Temennya baik dan sopan,5
Game apaan ini ngasih los mulu,2
Bagus tapi tolong kasih tim yg benar,5
Seru,5
mantap.,5
Sangat bagus,5
Game merusak,1
"Tiap bintang 5 ,dapat tim jelek ( dark system)",1
"Ukuran game nya telalu besar, sinyal selalu jelek, pemain tidak ramah, skin mahal,",1
Mantap,5
Game sampah jaringan babi😤 satu kata game ini semoga CPT hancur babi,1
kerennn banget,5
Game Gada duanya:),5
Kece abis,5
ok bgt,5
"Game Rusak, gw dikasih tim poke, giliran musuh Jago semua",1
Game taik ketemu tim gak guna terus udahlah bot ngebacot lagi,1
Moonton babi memang,1
Ini game bagus banget,5
Ml saya suaranya hilang tolong monton ini bag atau apa,2
Sudah bagus sih. Tp sering bermasalah dengan jringan ketika main. Tlong di perbaiki kmbali.,4
Kalau ngasih tim yang ngotak dikit min🤬lol,2
Good gamee,5
Mantap,5
Kalo ngasih tim yang benar lah,1
"Lama² pengen tak hapus ni game, masa tulis lemah tulis salah di mute males, aneh baru habis di mute, di mute lg",5
mntap,5
Bagud,5
"Gimana ini min tolong di bantu, Saya tidak bisa login lewat Facebook,karna harus minta prifikasi akun monton, sedangkan akun monton saya sudah gak aktif, sudah hilang dan lupa, tolong di respon, saya melapor ke cs mlbb gak ada respon, tolong lah min",1
Gamenya seru apalagi main bersama teman,5
KASIH LAWAN YANG KERAS DONG MOONTON HAHAHA MANA DARK SISTEM NYA MYTICK IMORTAL KO LAWANNYA EZ🐤🗿,4
"Tolong kasih tim yang sepadan dengan musuh ,bisa2 kalo ga di ubah bnyak yg pindah game",1
Ok,5
Gemnya bagus si dan keren tapi setelah ku update tahun 2023 semuaya ilang seperti suara Hero iy semua iy hilang kalo main yoloong di perbaiki iy 🙏. Sekarang ml gk bisa offllen gk seru gk bisa latihan Hero lg 😔,5
Bagus udah bagus udah bagus udah bagus🗿,5
Ini setelah update malah analog gerakan game nya sering ngelek kita gerakin ke kiri dan kekanan seperti delay dan sering telat,5
Bagus,5
Ok,5
ok,5
Game gk jelas orang gk ada afk malah kena peringatan afk 2x pula itu jd gk bisa push rank,1
Tuuttt,5
Game ta!! Gsh download,1
Mantappppp,5
Mantulllll,5
Nice,4
Mantap,5
😁👍,5
Mantap,5
Game sangat enak,5
Game seruuu,5
Jujur sih saya kecewa karena mode offline sudah gak ada,1
UDAH SEMINGGU BLACKSCREEN GABISA LOGIN. MOONTOD,1
Amazing,5
"Saat pertama kali main saya tidak tertarik setelah main lama saya sangat tertarik tapi saya menemukan orang yang suka marah² pas lagi main, sekian terimakasih",5
Okee,5
Karena seru game nya banyak permainan seperti magic chees,5
Luar biasa,5
game penuh keseruan,4
Good,5
Ok sih ml,5
Yahhh not badd,3
Makin jelek grafiknya.gara2 gak beli diamond kali,4
Bguss,5
"Okay, option lock on aim uda balik",2
Lumayan,3
game nya seru,5
makin gajelas mobile legends,5
"Kenapa update nya stack di 91%. Udh 5x ku ulang"" Tetap stack di 91% trus. Emg ada bug kh di dalam game nya. Mana di game pas gw main jg berat bgt sinyal nya pdahal pake wifi",5
Good,4
"INI GAME UDH RUSAK BANGET SUMPAH,MACHMAKING GK ADILLL SAMA SEKALI GW CAPEK MOONTON MENDING APUS AE LAH.",1
Kasih tim yg bener dikit lah,5
bagus,5
Sangat bagus,5
Makin lma makin parah games ini kakean apdetan mainya gak nyaman sekali main solo lawanya mabar gk adil blas,1
Bagus,5
Mantap,5
Mending lh y,5
Game burik game kontl,1
Moonton asu ngasih tim yang boot kek baru main aja,1
Hooh,5
Game babi banyak chit,4
Agak diturunin ya harga skinnya,4
Terlalu banyak update,4
"Kalo mau playernya gak bacot ksih temen ang bgus""min.. Jngan salahkan player solo klo ngebacot karna elu sendiri yg sengaja kasih temen kek ta!",1
Kenapa loding nya lama ?,3
Penghilang stres😁,5
Dark sistem apos munton lanak epik tuhon apelagi ff kaku,1
I like it,5
"Game rusak lose streak mulu, mau pakai hero apa aja tetap aja",1
Mantap,5
Game sangat seru dan melatih kerja sama,5
Dikasih tim ampas mulu,5
Good,5
Oke,5
Bagus,2
"kalian yg merasa game ngefreez itu karena hp kalian yg kurang mampu, minimal prosessor kalian hellio G70 keatas video rendering vga Mali 52 ram minimal 3 atau 4 gk masalah... yg penting bisa pake hight frame 60fps jadi yg ngeluh² ngefreez pahami dlu apa itu spek hp kalian bukan gede-gedein ram tpi prosessor dan vga video game kalian blm support utk smoth.",4
Bisa buat pikiran stres kembali frees,4
Sangat bagus,5
Keren,5
Keren bnyak dark sistem nya,5
Sangat bagus,5
Bagus banget aku suka berkualitas juga baguss!!,5
Good,5
Hanabi jangan dibikin harga 5 gold lah moonton,1
Kenapa saat bermain sering keluar sendiri padahal jaringan bagus makin parah aja ml🤦🤦,1
Ok,5
"Dih perang keroyokan, main di sawah dan hampir semua pakek sihir,ini sumpah game gak jelas jangan main game ini loh nanti rugi!!!)noooooob!",1
"Jaringan selalu nge lag parah mengganggu, tolong perbaiki jangan bikin emosi moonton",5
Sangat bagus,5
Yaudah,1
Tolong bnerin bug jaringan moonton,5
Berattttttt,3
Sangat terbaik tapi sedikit aja kerena gak ada latihannya,4
Ngasih musuh susah banget ngasih tim beban terus kaga mikir apa ngasih tim beban ngasih musuh pro mikir np,1
Saya menyukainya !!,5
Game yg merusak baik secara fisik maupun mental,1
Monton tolol ngasih tim ngotk dikit Badi,1
Pokonya mantab lah,5
Mantap pokonya,5
Game nya ramah dan disarankan untuk anak-anak,5
Game nya sangat bagus tapi musuh nya kebanyakan pengalaman,4
Mantap,5
Ok,5
game rusak,1
Good graphics,5
Whay now i play ml cant..  But me use wifu and has update but still cant play pleaze moonton can help me,5
Permainan yg sangat buat saya senang saat bermain bersama teman,5
just nice,5
Mantap,5
Good game,5
Cukup baik,5
Bagus dan sangat memuaskan,5
Mantap,5
Mantap a,5
geme terbaik di indonesia no 1 deh,5
Bagus,1
Kasih team jgn yg oon semua lah oi,1
